L42023.1	33446	35401	gene-HI_0032	protein_coding	-	pbp2	penicillin-binding_protein_2
L42023.1	35422	35889	gene-HI_0033	protein_coding	-	.	conserved_hypothetical_protein
L42023.1	35943	36251	gene-HI_0034	protein_coding	-	.	conserved_hypothetical_protein
L42023.1	36376	38031	gene-HI_0035	protein_coding	-	.	conserved_hypothetical_protein
L42023.1	38237	40015	gene-HI_0036	protein_coding	+	.	ABC_transporter%2C_ATP-binding_protein
L42023.1	40064	41200	gene-HI_0037	protein_coding	+	mreB	rod_shape-determining_protein
L42023.1	41280	42335	gene-HI_0038	protein_coding	+	mreC	rod_shape-determining_protein
L42023.1	42335	42823	gene-HI_0039	protein_coding	+	mreD	rod_shape-determining_protein
L42023.1	42874	43650	gene-HI_0040	protein_coding	-	.	conserved_hypothetical_protein
L42023.1	43660	44463	gene-HI_0041	protein_coding	-	xthA	exodeoxyribonuclease_III
L42023.1	44511	45185	gene-HI_0042	protein_coding	-	.	conserved_hypothetical_protein
L42023.1	45185	46249	gene-HI_0043	protein_coding	-	.	conserved_hypothetical_transmembrane_protein
L42023.1	46309	46971	gene-HI_0044	protein_coding	-	.	conserved_hypothetical_transmembrane_protein
L42023.1	47298	47852	gene-HI_0045	protein_coding	-	.	conserved_hypothetical_protein
L42023.1	47919	48281	gene-HI_0046	protein_coding	+	phnA	alkylphosphonate_uptake_protein
L42023.1	48334	48972	gene-HI_0047	protein_coding	-	eda	4-hydroxy-2-oxoglutarate_aldolase/2-deydro-3-deoxyphosphogluconate_aldolase
L42023.1	48991	49848	gene-HI_0048	protein_coding	-	.	oxidoreductase
L42023.1	49848	50792	gene-HI_0049	protein_coding	-	kdgK	2-dehydro-3-deoxygluconokinase
L42023.1	50812	52017	gene-HI_0050	protein_coding	-	.	conserved_hypothetical_transmembrane_protein
L42023.1	52092	52589	gene-HI_0051	protein_coding	-	.	conserved_hypothetical_transmembrane_protein
L42023.1	52628	53614	gene-HI_0052	protein_coding	-	.	conserved_hypothetical_protein
L42023.1	53641	54669	gene-HI_0053	protein_coding	-	.	zinc-type_alcohol_dehydrogenase
L42023.1	54779	55579	gene-HI_0054	protein_coding	+	uxuR	uxu_operon_regulator
L42023.1	55607	56791	gene-HI_0055	protein_coding	+	uxuA	mannonate_dehydratase
L42023.1	56844	57557	gene-HI_0056	protein_coding	-	.	conserved_hypothetical_transmembrane_protein
L42023.1	57655	59484	gene-HI_0057	protein_coding	-	uvrC	excinuclease_ABC%2C_subunit_C
L42023.1	59486	60250	gene-HI_0058	protein_coding	-	kdsB	3-deoxy-D-manno-octulosonate_cytidylyltransferase
L42023.1	60321	61319	gene-HI_0059	protein_coding	-	.	conserved_hypothetical_protein
L42023.1	61392	63155	gene-HI_0060	protein_coding	-	msbA	ABC_transporter%2C_ATP-binding_protein
L42023.1	63196	65562	gene-HI_0061	protein_coding	-	rec2	recombination_protein
L42023.1	65821	66258	gene-HI_0062	protein_coding	+	dksA	dnaK_suppressor_protein
L42023.1	66506	67864	gene-HI_0063	protein_coding	+	pcnB	poly(A)_polymerase
L42023.1	67873	68355	gene-HI_0064	protein_coding	+	folK	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine-pyrophosphokinase
L42023.1	68431	68907	gene-HI_0065	protein_coding	+	.	conserved_hypothetical_protein
L42023.1	68915	70213	gene-HI_0066	protein_coding	+	.	N-acetylmuramoyl-L-alanine_amidase%2C_putative
L42023.1	70214	72103	gene-HI_0067	protein_coding	+	mutL	DNA_mismatch_repair_protein
L42023.1	72111	73046	gene-HI_0068	protein_coding	+	trpX	tRNA_delta(2)-isopentenylpyrophosphate_transferase
L42023.1	73052	75997	gene-HI_0069	protein_coding	+	glnE	glutamate-ammonia-ligase_adenylyltransferase
L42023.1	76082	77758	gene-HI_0070	protein_coding	-	recN	DNA_repair_protein
L42023.1	77902	78687	gene-HI_0072	protein_coding	-	.	conserved_hypothetical_protein
L42023.1	78751	79455	gene-HI_0071	protein_coding	+	grpE	heat_shock_protein
L42023.1	79468	79812	gene-HI_0073	protein_coding	-	.	predicted_coding_region_HI0073
L42023.1	79805	80245	gene-HI_0074	protein_coding	-	.	predicted_coding_region_HI0074
L42023.1	80526	82649	gene-HI_0075	protein_coding	+	nrdD	anaerobic_ribonucleoside-triphosphate_reductase
L42023.1	82767	83627	gene-HI_0076	protein_coding	+	tesB	acyl-CoA_thioesterase_II
L42023.1	83638	84504	gene-HI_0077	protein_coding	+	.	predicted_coding_region_HI0077
L42023.1	84580	85959	gene-HI_0078	protein_coding	-	cysS	cysteinyl-tRNA_synthetase
L42023.1	86062	86571	gene-HI_0079	protein_coding	+	ppiB	peptidyl-prolyl_cis-trans_isomerase_B
L42023.1	86575	87006	gene-HI_0080	protein_coding	+	.	conserved_hypothetical_protein
L42023.1	87148	87936	gene-HI_0081	protein_coding	+	.	conserved_hypothetical_protein
L42023.1	88193	88459	gene-HI_0082	protein_coding	+	.	predicted_coding_region_HI0082
L42023.1	88474	88689	gene-HI_0083	protein_coding	+	.	predicted_coding_region_HI0083
L42023.1	88739	89062	gene-HI_0084	protein_coding	-	trxM	thioredoxin
L42023.1	89182	90177	gene-HI_0085	protein_coding	-	ldhA	D-lactate_dehydrogenase%2C_fermentative
L42023.1	90190	91335	gene-HI_0086	protein_coding	-	metB	cystathionine_gamma-synthase
L42023.1	91628	91698	rna-HI_t01	tRNA-Cys	+	tRNA-Cys	tRNA-Cys
L42023.1	92148	93425	gene-HI_0087	protein_coding	-	thrC	threonine_synthase
L42023.1	93468	94412	gene-HI_0088	protein_coding	-	thrB	homoserine_kinase
L42023.1	94425	96872	gene-HI_0089	protein_coding	-	thrA	aspartokinase_I_/_homoserine_dehydrogenase_I
L42023.1	97196	97909	gene-HI_0090	protein_coding	+	.	conserved_hypothetical_protein
L42023.1	97949	99085	gene-HI_0091	protein_coding	-	.	conserved_hypothetical_protein
L42023.1	99094	100353	gene-HI_0092	protein_coding	-	.	predicted_coding_region_HI0092
L42023.1	100475	101581	gene-HI_0093	protein_coding	-	.	conserved_hypothetical_protein
L42023.1	101783	102103	gene-HI_0094	protein_coding	-	.	predicted_coding_region_HI0094
L42023.1	102453	103208	gene-HI_0095	protein_coding	-	.	conserved_hypothetical_protein
L42023.1	103542	104117	gene-HI_0096	protein_coding	+	.	predicted_coding_region_HI0096
L42023.1	104390	105274	gene-HI_0097	protein_coding	+	hitA	iron(III)_ABC_transporter%2C_periplasmic-binding_protein
L42023.1	105491	106912	gene-HI_0098	protein_coding	+	hitB	iron(III)_ABC_transporter%2C_permease_protein
L42023.1	106914	107969	gene-HI_0099	protein_coding	+	hitC	iron(III)_ABC_transporter%2C_ATP-binding_protein
L42023.1	108004	108399	gene-HI_0100	protein_coding	-	.	predicted_coding_region_HI0100
L42023.1	108243	108683	gene-HI_0101	protein_coding	-	.	predicted_coding_region_HI0101
L42023.1	108685	109818	gene-HI_0102	protein_coding	-	dapE	succinyl-diaminopimelate_desuccinylase
L42023.1	109846	110190	gene-HI_0103	protein_coding	-	.	conserved_hypothetical_protein
L42023.1	110269	112164	gene-HI_0104	protein_coding	-	htpG	heat_shock_protein
L42023.1	112381	113220	gene-HI_0105	protein_coding	+	.	conserved_hypothetical_protein
L42023.1	113277	114665	gene-HI_0106	protein_coding	-	ffh	signal_recognition_particle_protein
L42023.1	114997	116208	gene-HI_0107	protein_coding	+	.	conserved_hypothetical_protein
L42023.1	116337	117230	gene-HI_0108	protein_coding	+	.	conserved_hypothetical_protein
L42023.1	117319	117660	gene-HI_0109	protein_coding	-	.	predicted_coding_region_HI0109
L42023.1	117827	119116	gene-HI_0110	protein_coding	+	serS	seryl-tRNA_synthetase
L42023.1	119451	120080	gene-HI_0111	protein_coding	+	bphH	glutathione_transferase
L42023.1	120092	120388	gene-HI_0112	protein_coding	-	.	predicted_coding_region_HI0112
L42023.1	120441	122675	gene-HI_0113	protein_coding	+	hemR	hemin_receptor
L42023.1	122901	123017	gene-HI_0114	protein_coding	-	.	predicted_coding_region_HI0114
L42023.1	123439	123553	rna-HI_r01	5S_ribosomal_RNA	-	5S-HI_r01	5S_ribosomal_RNA
L42023.1	123801	126697	rna-HI_r02	23S_ribosomal_RNA	-	23S-HI_r02	23S_ribosomal_RNA
L42023.1	126972	127044	rna-HI_t02	tRNA-Glu	-	tRNA-Glu	tRNA-Glu
L42023.1	127176	128714	rna-HI_r03	16S_ribosomal_RNA	-	16S-HI_r03	16S_ribosomal_RNA
L42023.1	128895	128968	rna-HI_t03	tRNA-Pro	-	tRNA-Pro	tRNA-Pro
L42023.1	128993	129065	rna-HI_t04	tRNA-His	-	tRNA-His	tRNA-His
L42023.1	129095	129168	rna-HI_t05	tRNA-Arg	-	tRNA-Arg	tRNA-Arg
L42023.1	131587	131660	rna-HI_t06	tRNA-Met	-	tRNA-Met	tRNA-Met
L42023.1	132944	133729	gene-HI_0118	protein_coding	+	.	conserved_hypothetical_protein
L42023.1	133907	134920	gene-HI_0119	protein_coding	+	.	conserved_hypothetical_protein
L42023.1	134970	135476	gene-HI_0120	protein_coding	-	.	predicted_coding_region_HI0120
L42023.1	135589	136950	gene-HI_0121	protein_coding	-	.	conserved_hypothetical_protein
L42023.1	137335	138525	gene-HI_0122	protein_coding	-	metC	cystathionine_beta-lyase
L42023.1	138800	139357	gene-HI_0123	protein_coding	+	pgsA	phosphatidylglycerophosphate_synthase
L42023.1	139924	140454	gene-HI_0124	protein_coding	-	ppa	inorganic_pyrophosphatase
L42023.1	140689	142005	gene-HI_0125	protein_coding	+	.	conserved_hypothetical_protein
L42023.1	142163	143149	gene-HI_0126	protein_coding	-	afuC	ferric_ABC_transporter%2C_ATP-binding_protein
L42023.1	143193	145091	gene-HI_0129	protein_coding	-	.	predicted_coding_region_HI0129
L42023.1	145395	146435	gene-HI_0131	protein_coding	-	.	afuA_protein
L42023.1	146601	147242	gene-HI_0132	protein_coding	+	udk	uridine_kinase
L42023.1	147251	147838	gene-HI_0133	protein_coding	+	dcd	deoxycytidine_triphosphate_deaminase
L42023.1	147842	149017	gene-HI_0134	protein_coding	+	.	predicted_coding_region_HI0134
L42023.1	149017	150207	gene-HI_0135	protein_coding	+	.	conserved_hypothetical_transmembrane_protein
L42023.1	150287	151801	gene-HI_0136	protein_coding	-	.	GTP-binding_protein
L42023.1	152231	152304	rna-HI_t07	tRNA-Asp	-	tRNA-Asp	tRNA-Asp
L42023.1	152492	153262	gene-HI_0137	protein_coding	-	dnaQ	DNA_polymerase_III%2C_epsilon_subunit
L42023.1	153323	153787	gene-HI_0138	protein_coding	+	rnh	ribonuclease_H
L42023.1	154039	155118	gene-HI_0139	protein_coding	+	ompP2	outer_membrane_protein_P2
L42023.1	155307	156452	gene-HI_0140	protein_coding	-	nagA	N-acetylglucosamine-6-phosphate_deacetylase
L42023.1	156725	157537	gene-HI_0141	protein_coding	-	nagB	glucosamine-6-phosphate_isomerase
L42023.1	157823	158704	gene-HI_0142	protein_coding	-	nanA	N-acetylneuraminate_lyase
L42023.1	158715	159581	gene-HI_0143	protein_coding	-	.	conserved_hypothetical_protein
L42023.1	159574	160476	gene-HI_0144	protein_coding	-	.	glucose_kinase%2C_putative
L42023.1	160522	161208	gene-HI_0145	protein_coding	-	.	conserved_hypothetical_protein
L42023.1	161558	162547	gene-HI_0146	protein_coding	+	.	conserved_hypothetical_protein
L42023.1	162558	164459	gene-HI_0147	protein_coding	+	.	conserved_hypothetical_transmembrane_protein
L42023.1	164623	165762	gene-HI_0148	protein_coding	+	.	conserved_hypothetical_protein
L42023.1	165924	166130	gene-HI_0148.1	protein_coding	+	.	predicted_coding_region_HI0148.1
L42023.1	166166	166357	gene-HI_0149	protein_coding	+	.	predicted_coding_region_HI0149
L42023.1	166400	167287	gene-HI_0150	protein_coding	-	hflC	hflC_protein
L42023.1	167287	168519	gene-HI_0151	protein_coding	-	hflK	hflK_protein
L42023.1	168629	169336	gene-HI_0152	protein_coding	-	.	predicted_coding_region_HI0152
L42023.1	170930	171160	gene-HI_0154	protein_coding	-	acpP	acyl_carrier_protein
L42023.1	171416	172144	gene-HI_0155	protein_coding	-	fabG	3-ketoacyl-acyl_carrier_protein_reductase
L42023.1	172161	173099	gene-HI_0156	protein_coding	-	fabD	malonyl_CoA-acyl_carrier_protein_transacylase
L42023.1	173727	174677	gene-HI_0157	protein_coding	-	fabH	beta-ketoacyl-ACP_synthase_III
L42023.1	174863	175033	gene-HI_0158	protein_coding	-	rpL32	ribosomal_protein_L32
L42023.1	175056	175580	gene-HI_0159	protein_coding	-	.	conserved_hypothetical_protein
L42023.1	175737	176609	gene-HI_0160	protein_coding	+	psd	phosphatidylserine_decarboxylase_proenzyme
L42023.1	176718	178088	gene-HI_0161	protein_coding	-	gor	glutathione_reductase
L42023.1	178304	178903	gene-HI_0162	protein_coding	-	.	lipoprotein%2C_putative
L42023.1	178997	179308	gene-HI_0163	protein_coding	+	bolA	transcriptional_regulator%2C_putative
L42023.1	179599	180942	gene-HI_0164	protein_coding	+	.	NADH:ubiquinone_oxidoreducatase_subunit_A%2C_Na_translocating
L42023.1	180945	182180	gene-HI_0166	protein_coding	+	nqrB	NADH:ubiquinone_oxidoreductase%2C_subunit_B
L42023.1	182173	182907	gene-HI_0167	protein_coding	+	.	NADH:ubiquinone_oxidoreductase%2C_Na_translocating
L42023.1	182907	183533	gene-HI_0168	protein_coding	+	.	NADH:ubiquinone_oxidoreductase%2C_Na_translocating
L42023.1	183537	184133	gene-HI_0170	protein_coding	+	.	NADH:ubiquinone_oxidoreductase%2C_Na_translocating
L42023.1	184146	185381	gene-HI_0171	protein_coding	+	nqr6	Nqr6_subunit_of_Na-translocating_NADH-quinone_reductase_complex_beta-subunit
L42023.1	185525	186565	gene-HI_0172	protein_coding	+	.	lipoprotein%2C_putative
L42023.1	186568	186828	gene-HI_0173	protein_coding	+	.	predicted_coding_region_HI0173
L42023.1	186840	188096	gene-HI_0174	protein_coding	+	.	conserved_hypothetical_protein
L42023.1	188140	188874	gene-HI_0175	protein_coding	-	.	conserved_hypothetical_protein
L42023.1	188876	189850	gene-HI_0176	protein_coding	-	sfhB	sfhB_protein
L42023.1	189958	190746	gene-HI_0177	protein_coding	+	.	lipoprotein%2C_putative
L42023.1	190826	191308	gene-HI_0178	protein_coding	-	.	predicted_coding_region_HI0178
L42023.1	191340	192080	gene-HI_0179	protein_coding	-	act	pyruvate_formate-lyase_activating_enzyme
L42023.1	192211	194529	gene-HI_0180	protein_coding	-	pfl	formate_acetyltransferase
L42023.1	194557	195411	gene-HI_0181	protein_coding	-	.	formate_transporter
L42023.1	195888	196829	gene-HI_0182	protein_coding	+	.	sugar_kinase%2C_putative
L42023.1	197006	198451	gene-HI_0183	protein_coding	+	.	amino_acid_carrier_protein%2C_putative
L42023.1	198638	199465	gene-HI_0184	protein_coding	-	.	esterase
L42023.1	199474	200610	gene-HI_0185	protein_coding	-	adhC	alcohol_dehydrogenase%2C_class_III
L42023.1	200733	201140	gene-HI_0186	protein_coding	+	.	transcriptional_regulator%2C_putative
L42023.1	202161	202931	gene-HI_0188	protein_coding	+	.	conserved_hypothetical_protein
L42023.1	203291	204640	gene-HI_0189	protein_coding	+	gdhA	glutamate_dehydrogenase
L42023.1	204748	205188	gene-HI_0190	protein_coding	-	fur	ferric_uptake_regulation_protein
L42023.1	205217	205741	gene-HI_0191	protein_coding	-	fldA	flavodoxin
L42023.1	205838	206701	gene-HI_0193	protein_coding	-	.	esterase/lipase%2C_putative
L42023.1	206691	207284	gene-HI_0192	protein_coding	+	seqA	seqA_protein
L42023.1	207287	208645	gene-HI_0194	protein_coding	+	menE	O-succinylbenzoate--CoA_ligase
L42023.1	208672	212007	gene-HI_0195.1	protein_coding	+	aefA	conserved_hypothetical_transmembrane_protein
L42023.1	212017	213090	gene-HI_0196	protein_coding	+	aroC	chorismate_synthase
L42023.1	213175	214035	gene-HI_0197	protein_coding	+	mepA	penicillin-insensitive_murein_endopeptidase
L42023.1	214053	214820	gene-HI_0198	protein_coding	+	.	conserved_hypothetical_transmembrane_protein
L42023.1	214867	215823	gene-HI_0199	protein_coding	+	msbB	lipid_A_biosynthesis_kdo)2-(lauroyl)-lipid_IVA_acyltransferase
L42023.1	215950	216921	gene-HI_0200	protein_coding	+	selD	selenide%2C_water_dikinase
L42023.1	217030	217380	gene-HI_0201	protein_coding	-	rpL19	ribosomal_protein_L19
L42023.1	217417	218157	gene-HI_0202	protein_coding	-	trmD	tRNA_guanine-N1)-methyltransferase
L42023.1	218195	218731	gene-HI_0203	protein_coding	-	.	conserved_hypothetical_protein
L42023.1	218767	219015	gene-HI_0204	protein_coding	-	rpS16	ribosomal_protein_S16
L42023.1	219308	220081	gene-HI_0205	protein_coding	+	.	predicted_coding_region_HI0205
L42023.1	220104	221915	gene-HI_0206	protein_coding	+	.	5'-nucleotidase%2C_putative
L42023.1	222200	222742	gene-HI_0207	protein_coding	+	aroK	shikimic_acid_kinase_I
L42023.1	222762	223850	gene-HI_0208	protein_coding	+	aroB	3-dehydroquinate_synthase
L42023.1	223852	224712	gene-HI_0209	protein_coding	+	dam	DNA_adenine_methylase
L42023.1	225688	225795	gene-HI_0210	protein_coding	+	.	predicted_coding_region_HI0210
L42023.1	225814	226539	gene-HI_0211	protein_coding	-	pgpB	phosphatidylglycerophosphatase_B
L42023.1	226584	227258	gene-HI_0212	protein_coding	+	ribA	GTP_cyclohydrolase_II
L42023.1	227577	229121	gene-HI_0213	protein_coding	-	.	oligopeptide_transporter%2C_periplasmic-binding_protein%2C_putative
L42023.1	229286	229477	gene-HI_0213.1	protein_coding	-	.	predicted_coding_region_HI0213.1
L42023.1	229597	231642	gene-HI_0214	protein_coding	+	prlC	oligopeptidase_A
L42023.1	233477	234634	gene-HI_0216	protein_coding	+	hsdS	type_I_restriction/modification_specificity_protein
L42023.1	234763	235293	gene-HI_0217	protein_coding	+	.	conserved_hypothetical_protein
L42023.1	238674	239315	gene-HI_0219	protein_coding	-	.	conserved_hypothetical_transmembrane_protein
L42023.1	241428	242072	gene-HI_0220.2	protein_coding	-	.	predicted_coding_region_HI0220.2
L42023.1	242277	242391	rna-HI_r04	5S_ribosomal_RNA	-	5S-HI_r04	5S_ribosomal_RNA
L42023.1	242638	245534	rna-HI_r05	23S_ribosomal_RNA	-	23S-HI_r05	23S_ribosomal_RNA
L42023.1	246013	247551	rna-HI_r06	16S_ribosomal_RNA	-	16S-HI_r06	16S_ribosomal_RNA
L42023.1	247910	248818	gene-HI_0220.1	protein_coding	-	birA	biotin_operon_repressor/biotin_acetyl_coenzyme_A_carboxylase_synthetase
L42023.1	248948	250414	gene-HI_0221	protein_coding	+	guaB	inosine-5'-monophosphate_dehydrogenase
L42023.1	250524	251015	gene-HI_0221.1	protein_coding	+	.	predicted_coding_region_HI0221.1
L42023.1	251125	252696	gene-HI_0222	protein_coding	+	guaA	GMP_synthase
L42023.1	252758	253660	gene-HI_0223	protein_coding	-	.	rarD_protein%2C_putative
L42023.1	253727	254233	gene-HI_0224	protein_coding	+	.	transcriptional_regulator%2C_putative
L42023.1	254272	255474	gene-HI_0225	protein_coding	-	nhaA	Na+/H+_antiporter
L42023.1	255662	256972	gene-HI_0226	protein_coding	+	brnQ	branched_chain_amino_acid_transport_system_II_carrier_protein
L42023.1	257080	257547	gene-HI_0227	protein_coding	-	.	conserved_hypothetical_protein
L42023.1	257623	257997	gene-HI_0228	protein_coding	-	.	predicted_coding_region_HI0228
L42023.1	258296	260425	gene-HI_0229	protein_coding	+	pnp	polynucleotide_phosphorylase
L42023.1	260507	261451	gene-HI_0230	protein_coding	+	.	conserved_hypothetical_protein
L42023.1	261572	263413	gene-HI_0231	protein_coding	+	deaD	ATP-dependent_RNA_helicase
L42023.1	263591	264979	gene-HI_0232	protein_coding	+	.	conserved_hypothetical_protein
L42023.1	264984	265136	gene-HI_0233	protein_coding	+	.	predicted_coding_region_HI0233
L42023.1	265270	265416	gene-HI_0234	protein_coding	-	.	predicted_coding_region_HI0234
L42023.1	265624	265833	gene-HI_0235	protein_coding	-	.	conserved_hypothetical_protein
L42023.1	265901	266251	gene-HI_0236	protein_coding	-	.	arsenate_reductase%2C_putative
L42023.1	267493	268470	gene-HI_0239	protein_coding	-	secF	protein-export_membrane_protein
L42023.1	268478	270328	gene-HI_0240	protein_coding	-	secD	protein-export_membrane_protein
L42023.1	270398	270691	gene-HI_0241	protein_coding	-	.	conserved_hypothetical_protein
L42023.1	270799	271020	gene-HI_0242	protein_coding	-	.	conserved_hypothetical_protein
L42023.1	271017	271535	gene-HI_0243	protein_coding	-	.	predicted_coding_region_HI0243
L42023.1	271600	272748	gene-HI_0244	protein_coding	-	tgt	tRNA-guanine_transglycosylase
L42023.1	273092	274183	gene-HI_0245	protein_coding	-	queA	queuosine_biosynthesis_protein
L42023.1	274307	274753	gene-HI_0246	protein_coding	-	.	predicted_coding_region_HI0246
L42023.1	279439	282270	gene-HI_0249	protein_coding	-	uvrA	excinuclease_ABC%2C_subunit_A
L42023.1	282424	282930	gene-HI_0250	protein_coding	+	ssb	single-stranded_DNA_binding_protein
L42023.1	283108	283920	gene-HI_0251	protein_coding	-	.	tonB_protein
L42023.1	283930	284373	gene-HI_0252	protein_coding	-	exbD	biopolymer_transport_protein
L42023.1	284377	284829	gene-HI_0253	protein_coding	-	exbB	biopolymer_transport_protein
L42023.1	284998	285465	gene-HI_0254	protein_coding	-	bcp	bacterioferritin_comigratory_protein
L42023.1	285566	286462	gene-HI_0255	protein_coding	+	dapA	dihydrodipicolinate_synthetase
L42023.1	286573	287220	gene-HI_0256	protein_coding	+	.	lipoprotein%2C_putative
L42023.1	287390	287713	gene-HI_0257	protein_coding	+	.	sigma(54)_modulation_protein%2C_putative
L42023.1	288156	288242	rna-HI_t08	tRNA-Ser	-	tRNA-Ser	tRNA-Ser
L42023.1	288442	289434	gene-HI_0258	protein_coding	-	.	glycosyl_transferase%2C_putative
L42023.1	289511	290098	gene-HI_0260	protein_coding	-	.	conserved_hypothetical_protein
L42023.1	290110	290835	gene-HI_0260.1	protein_coding	-	.	predicted_coding_region_HI0260.1
L42023.1	290912	291955	gene-HI_0261	protein_coding	+	.	lipopolysaccharide_biosynthesis_protein%2C_putative
L42023.1	292279	294450	gene-HI_0262	protein_coding	+	.	heme-hemopexin_utilization_protein_C
L42023.1	294525	296222	gene-HI_0263	protein_coding	+	hxuB	heme-hemopexin_utilization_protein_B
L42023.1	296234	298951	gene-HI_0264	protein_coding	+	hxuA	heme-hemopexin_utilization_protein_A
L42023.1	299047	299403	gene-HI_0265	protein_coding	-	.	dihydroneopterin_aldolase%2C_putative
L42023.1	299486	300085	gene-HI_0266	protein_coding	+	.	conserved_hypothetical_protein
L42023.1	300127	301830	gene-HI_0267	protein_coding	+	narQ	nitrate/nitrite_sensor_protein
L42023.1	301840	302865	gene-HI_0268	protein_coding	+	murB	UDP-N-acetylenolpyruvoylglucosamine_reductase
L42023.1	302991	303836	gene-HI_0269	protein_coding	+	rpoH	RNA_polymerase_sigma-32_factor
L42023.1	303876	304808	gene-HI_0270	protein_coding	-	.	conserved_hypothetical_protein
L42023.1	304808	305674	gene-HI_0271	protein_coding	-	.	conserved_hypothetical_protein
L42023.1	305753	306394	gene-HI_0272	protein_coding	-	pyrE	orotate_phosphoribosyltransferase
L42023.1	306418	307134	gene-HI_0273	protein_coding	-	rph	ribonuclease_PH
L42023.1	307282	307354	rna-HI_t09	tRNA-Ala	-	tRNA-Ala	tRNA-Ala
L42023.1	307435	308877	gene-HI_0274	protein_coding	-	gltX	glutamyl-tRNA_synthetase
L42023.1	309429	309501	rna-HI_t10	tRNA-Val	+	tRNA-Val	tRNA-Val
L42023.1	309627	311282	gene-HI_0275	protein_coding	+	.	predicted_coding_region_HI0275
L42023.1	311302	312111	gene-HI_0276	protein_coding	-	rbn	ribonuclease_BN
L42023.1	312108	312593	gene-HI_0277	protein_coding	-	.	conserved_hypothetical_protein
L42023.1	312596	313012	gene-HI_0278	protein_coding	-	.	predicted_coding_region_HI0278
L42023.1	312963	313259	gene-HI_0279	protein_coding	-	.	predicted_coding_region_HI0279
L42023.1	313474	314253	gene-HI_0280	protein_coding	+	udp	uridine_phosphorylase
L42023.1	314478	315794	gene-HI_0281	protein_coding	-	.	transport_protein%2C_putative
L42023.1	315850	316593	gene-HI_0282	protein_coding	-	.	conserved_hypothetical_protein
L42023.1	316654	318360	gene-HI_0283	protein_coding	-	menD	2-succinyl-6-hydroxy-2%2C4-cyclohexadiene-1-carboxylate_synthase/2-oxoglutarate_decarboxylase
L42023.1	318376	319668	gene-HI_0285	protein_coding	-	menF	menaquinone-specific_isochorismate_synthase
L42023.1	319804	321018	gene-HI_0286	protein_coding	+	.	aminotransferase
L42023.1	321135	322391	gene-HI_0287	protein_coding	+	mtr	tryptophan-specific_transport_protein
L42023.1	322500	323867	gene-HI_0288	protein_coding	-	sdaA	L-serine_deaminase
L42023.1	323902	325140	gene-HI_0289	protein_coding	-	sdaC	serine_transporter
